Word,PoS,N_senses,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc,Concreteness_M,RT_correct_mean,RT_correct_std,Rank_L2,Rank_L1,Diff_L1_L2,Word_length,Phonetics_length,N_syllables,N_morphemes,N_suffixes,Prefix_length,Suffix_length,Prefix_famsize,Suffix_famsize,Root_famsize,Level
loss,noun,8,4,8,5,1,83015916,1484,29.09803922,3025,79.3301,2680,0.298,2234,72.1152,2176,6355,180.456,6011,0.595,2.19,936.3831776,554.6239456,4509,13884,-9375,4,6,1,1,0,0,0,0,0,1,b1
lost,adjective,11,5,0,0,3,74748656,1827,35.82352941,8166,214.1519,7551,0.8397,7482,241.5247,7286,9621,273.197,9131,0.9038,2.67,852.8986784,328.5814016,304,3996,-3692,4,7,1,1,0,0,0,0,0,1,a2
lot,adverb,9,0,0,0,0,106405208,7277,142.6862745,21575,565.8006,19725,2.1934,13604,439.1476,13369,18479,524.728,16894,1.6723,3.7,964.4102564,513.890006,1557,1558,-1,3,6,1,1,0,0,0,0,0,1,a1
lottery,noun,2,1,2,1,0,11776450,344,6.745098039,254,6.6611,222,0.0247,555,17.9158,543,1025,29.1058,889,0.088,4.19,938.7318182,393.0130023,3971,6996,-3025,7,9,3,1,0,0,0,0,0,1,b2
loud,adjective,5,1,0,0,2,8653692,445,8.725490196,1849,48.4897,1776,0.1975,2301,74.2781,2245,889,25.244,867,0.0858,3.73,999.7470356,673.1160122,4553,4354,199,4,8,1,1,0,0,0,0,0,9,a2
loud,adverb,5,1,0,0,1,8653692,1586,31.09803922,1849,48.4897,1776,0.1975,2301,74.2781,2245,889,25.244,867,0.0858,3.73,999.7470356,673.1160122,4553,4354,199,4,8,1,1,0,0,0,0,0,9,a2
loudly,adverb,3,3,0,0,2,1487472,131,2.568627451,373,9.7819,370,0.0411,197,6.3593,196,200,5.6792,200,0.0198,3.12,1076.545455,619.132416,3360,2128,1232,6,10,2,2,1,0,2,0,2898,9,a2
love,noun,10,4,6,1,1,201063526,20850,408.8235294,45051,1181.4546,36693,4.0802,106669,3443.3577,100248,9664,274.418,8697,0.8609,2.07,860.1550802,526.5587536,441,2021,-1580,4,6,1,1,0,0,0,0,0,20,a1
love,verb,10,2,3,4,1,201063526,35886,703.6470588,45051,1181.4546,36693,4.0802,106669,3443.3577,100248,9664,274.418,8697,0.8609,2.07,860.1550802,526.5587536,441,2021,-1580,4,6,1,1,0,0,0,0,0,20,a1
lovely,adjective,3,1,0,0,0,13923904,4842,94.94117647,5691,149.2455,5381,0.5984,3055,98.6178,3028,647,18.3722,638,0.0632,2.29,858.6575342,421.7063922,789,4655,-3866,6,8,2,2,1,0,2,0,2898,20,a2
low,adjective,16,6,0,0,3,184815478,2700,52.94117647,4614,121.0013,4287,0.4767,2744,88.5784,2653,4679,132.8644,4504,0.4458,3.34,936.8986175,652.2697045,2196,11092,-8896,3,7,1,1,0,0,0,0,0,15,a2
low,adverb,16,0,0,0,0,184815478,201,3.941176471,4614,121.0013,4287,0.4767,2744,88.5784,2653,4679,132.8644,4504,0.4458,3.34,936.8986175,652.2697045,2196,11092,-8896,3,7,1,1,0,0,0,0,0,15,a2
low,noun,16,3,3,0,1,184815478,51,1,4614,121.0013,4287,0.4767,2744,88.5784,2653,4679,132.8644,4504,0.4458,3.34,936.8986175,652.2697045,2196,11092,-8896,3,7,1,1,0,0,0,0,0,15,b2
loyal,adjective,3,1,0,0,2,4498834,615,12.05882353,536,14.0565,514,0.0572,487,15.7207,477,469,13.3177,459,0.0454,1.69,967.5539906,651.3082286,1742,1852,-110,5,10,2,1,0,0,0,0,0,7,b2
loyalty,noun,3,2,3,2,1,4785195,595,11.66666667,426,11.1718,388,0.0431,371,11.9762,359,342,9.7114,323,0.032,1.57,1045.364754,588.6554483,5381,15415,-10034,7,12,3,2,1,0,3,0,580,7,c1
luck,noun,3,3,3,3,0,16734573,7775,152.4509804,2242,58.7961,2110,0.2346,9620,310.541,9475,1673,47.5064,1543,0.1527,1.33,940.7513228,605.7295641,439,7015,-6576,4,6,1,1,0,0,0,0,0,10,a2
lucky,adjective,3,1,0,0,1,14053901,7281,142.7647059,3431,89.9774,3209,0.3568,4108,132.6094,4045,1274,36.1764,1230,0.1218,1.76,863.0439024,277.3360194,413,3283,-2870,5,7,2,2,1,0,1,0,2486,10,a2
lunch,noun,3,1,1,1,0,20807419,5242,102.7843137,3917,102.7226,3512,0.3905,7779,251.1121,7544,2467,70.0527,2322,0.2298,4.31,903.5720721,450.4063643,1652,1689,-37,5,9,1,1,0,0,0,0,0,3,a1
lung,noun,1,0,1,0,0,10318643,368,7.215686275,218,5.717,193,0.0215,124,4.0028,118,411,11.6707,383,0.0379,4.82,1037.78341,548.4136838,15843,9958,5885,4,6,1,1,0,0,0,0,0,3,b2
luxury,adjective,3,0,0,0,0,27020617,103,2.019607843,731,19.1703,657,0.0731,316,10.2007,310,1101,31.2639,1069,0.1058,2.59,954.6308411,495.3919956,1732,4022,-2290,6,11,3,1,0,0,0,0,0,6,b1
luxury,noun,3,2,3,0,0,27020617,203,3.980392157,731,19.1703,657,0.0731,316,10.2007,310,1101,31.2639,1069,0.1058,2.59,954.6308411,495.3919956,1732,4022,-2290,6,11,3,1,0,0,0,0,0,6,b1
lyric,noun,7,2,2,2,0,6970278,37,0.725490196,132,3.4617,121,0.0135,171,5.52,170,95,2.6976,86,0.0085,3.61,989.4664032,639.4389932,1411,3594,-2183,5,8,2,1,0,0,0,0,0,5,b2
machine,noun,8,3,6,4,0,69665958,3318,65.05882353,2637,69.1549,2267,0.2521,1495,48.2598,1451,1323,37.5678,1256,0.1243,4.25,952.1408451,522.6999923,822,2890,-2068,7,9,2,1,0,0,0,0,0,8,a1
machinery,noun,2,0,2,1,0,12936031,186,3.647058824,152,3.9862,141,0.0157,27,0.8716,27,199,5.6508,195,0.0193,4.75,1134.844262,643.4596373,10012,9471,541,9,12,4,2,1,0,3,0,356,8,c1
mad,adjective,4,4,0,0,0,16468434,5769,113.1176471,1810,47.4669,1681,0.1869,5637,181.9667,5468,834,23.6822,779,0.0771,2.76,898.4666667,371.263658,3982,1923,2059,3,6,1,1,0,0,0,0,0,13,b1
magazine,noun,6,5,6,2,0,89744012,1690,33.1372549,2451,64.277,2157,0.2399,1483,47.8724,1463,1723,48.9261,1629,0.1612,5,970.2995951,527.0129965,100,3216,-3116,8,12,3,1,0,0,0,0,0,1,a1
magic,adjective,3,1,0,0,0,36676771,1264,24.78431373,2553,66.952,2213,0.2461,2091,67.4991,2029,1923,54.6053,1767,0.1749,2.9,853.8134715,463.3856233,433,4298,-3865,5,10,2,1,0,0,0,0,0,5,b1
magic,noun,3,2,2,2,0,36676771,1411,27.66666667,2553,66.952,2213,0.2461,2091,67.4991,2029,1923,54.6053,1767,0.1749,2.9,853.8134715,463.3856233,433,4298,-3865,5,10,2,1,0,0,0,0,0,5,b1
magical,adjective,1,1,0,0,0,5834922,464,9.098039216,1162,30.4732,1084,0.1205,505,16.3018,499,359,10.1941,353,0.0349,2.3,1015.027237,650.5107273,493,2208,-1715,7,13,3,2,1,0,2,0,1431,5,c1
magistrate,noun,1,0,1,1,0,1630373,69,1.352941176,102,2.6749,93,0.0103,8,0.2582,8,149,4.231,145,0.0144,3.82,1275.381743,885.1235198,13058,24117,-11059,10,17,3,2,1,0,3,0,937,4,c1
magnetic,adjective,6,1,0,0,3,19516958,215,4.215686275,303,7.9461,253,0.0281,91,2.9376,91,117,3.3223,114,0.0113,3.4,989.9004525,489.5424014,3104,4051,-947,8,11,3,2,1,0,2,0,1014,14,c1
magnificent,adjective,1,1,0,0,0,5319310,674,13.21568627,495,12.9813,491,0.0546,155,5.0035,155,219,6.2187,216,0.0214,1.86,1092.206751,647.2487238,3724,4284,-560,11,14,4,2,1,0,3,0,464,3,b2
magnitude,noun,3,1,3,2,0,6507232,72,1.411764706,229,6.0055,202,0.0225,47,1.5172,47,287,8.1496,276,0.0273,2.43,1134.370229,747.6094189,6603,1710,4893,9,14,3,2,1,0,5,0,32,9,c1
mail,noun,7,3,5,4,0,310337185,1630,31.96078431,1642,43.0612,1446,0.1608,1712,55.2647,1646,1101,31.2639,1017,0.1007,4.69,866.4660633,423.3878138,2670,2529,141,4,8,1,1,0,0,0,0,0,10,a2
mail,verb,7,2,2,2,0,310337185,244,4.784313725,1642,43.0612,1446,0.1608,1712,55.2647,1646,1101,31.2639,1017,0.1007,4.69,866.4660633,423.3878138,2670,2529,141,4,8,1,1,0,0,0,0,0,10,a2
main,adjective,5,1,0,0,1,199616754,2009,39.39215686,5413,141.955,5136,0.5711,1801,58.1377,1765,4835,137.2942,4676,0.4629,2.41,926.040724,489.0803366,1663,6545,-4882,4,8,1,1,0,0,0,0,0,8,a1
mainland,noun,1,0,1,0,0,7987678,154,3.019607843,141,3.6977,139,0.0155,24,0.7747,23,146,4.1458,144,0.0143,4.31,1168.503937,631.7858042,9058,7189,1869,8,12,2,2,0,0,0,0,0,67,c1
mainly,adverb,1,1,0,0,0,16297110,257,5.039215686,1397,36.6361,1370,0.1523,317,10.233,317,731,20.7574,726,0.0719,2,1013.871094,541.8231777,5800,9456,-3656,6,10,2,2,1,0,2,0,2898,8,b1
mainstream,adjective,1,0,0,0,0,7707583,56,1.098039216,843,22.1075,790,0.0878,252,8.1348,245,523,14.8511,511,0.0506,1.81,1052.148276,591.885956,6319,854,5465,10,14,2,2,0,0,0,0,0,19,c1
mainstream,noun,1,0,1,0,0,7707583,7,0.137254902,843,22.1075,790,0.0878,252,8.1348,245,523,14.8511,511,0.0506,1.81,1052.148276,591.885956,6319,854,5465,10,14,2,2,0,0,0,0,0,19,c1
maintain,verb,10,10,8,6,0,32942067,662,12.98039216,1308,34.3021,1248,0.1388,361,11.6534,358,1489,42.2815,1469,0.1454,2.32,1089.389423,772.998614,10108,3448,6660,8,13,2,1,0,0,0,0,0,3,b2
maintenance,noun,5,4,5,1,0,52006621,349,6.843137255,538,14.109,496,0.0552,380,12.2667,376,1019,28.9354,979,0.0969,3.07,1177.394191,852.4414094,4763,1456,3307,11,14,3,2,1,0,4,0,323,3,c1
major,adjective,13,0,0,0,7,122592252,2127,41.70588235,4873,127.7936,4578,0.5091,2644,85.3504,2617,8679,246.4481,8438,0.8352,2.16,861.6371308,298.4144456,2901,143,2758,5,11,2,1,0,0,0,0,0,3,a2
majority,noun,3,3,3,0,2,28456588,256,5.019607843,2127,55.7802,2025,0.2252,483,15.5916,479,3159,89.7027,3047,0.3016,2.54,1012.411017,656.7882107,3732,3469,263,8,14,4,2,1,0,3,0,580,3,b2
make,noun,51,2,2,1,0,405084642,299,5.862745098,50651,1328.3136,45234,5.03,47448,1531.6581,45991,32387,919.6582,30720,3.0409,2.67,893.8411215,459.2446677,1255,9346,-8091,4,8,1,1,0,0,0,0,0,40,b2
make,verb,51,26,44,21,2,405084642,70408,1380.54902,50651,1328.3136,45234,5.03,47448,1531.6581,45991,32387,919.6582,30720,3.0409,2.67,893.8411215,459.2446677,1255,9346,-8091,4,8,1,1,0,0,0,0,0,40,a1
making,noun,3,2,3,2,0,124198695,187,3.666666667,15574,408.4254,14714,1.6362,12380,399.636,12234,11533,327.49,11249,1.1135,2.34,925.6638655,477.5200931,1515,593,922,6,10,2,1,0,0,0,0,0,40,b2
male,adjective,6,1,0,0,1,66638842,1033,20.25490196,2104,55.177,1835,0.2041,825,26.6316,809,1290,36.6307,1216,0.1204,4.45,841.7638191,326.2542225,873,20,853,4,8,1,1,0,0,0,0,0,7,a2
male,noun,6,2,2,2,2,66638842,694,13.60784314,2104,55.177,1835,0.2041,825,26.6316,809,1290,36.6307,1216,0.1204,4.45,841.7638191,326.2542225,873,20,853,4,8,1,1,0,0,0,0,0,7,a2
mall,noun,2,2,2,1,0,15173142,965,18.92156863,744,19.5113,642,0.0714,1796,57.9763,1749,1349,38.3061,1204,0.1192,4.83,1070.952381,702.9833743,8263,8441,-178,4,6,1,1,0,0,0,0,0,1,b1
man,noun,13,7,10,4,3,181445531,93487,1833.078431,19243,504.6443,16238,1.8057,27802,897.47,26692,15071,427.9547,13799,1.3659,4.79,824.8813559,258.4387551,246,90,156,3,6,1,1,0,0,0,0,0,211,a1
manage,verb,6,7,6,4,1,36439435,1097,21.50980392,1710,44.8444,1652,0.1837,708,22.8548,686,1114,31.633,1089,0.1078,2,1057.986784,607.9982933,2588,6354,-3766,6,10,2,1,0,0,0,0,0,12,a2
management,noun,2,1,2,2,0,304201237,591,11.58823529,1959,51.3744,1712,0.1904,1324,42.7397,1300,3955,112.3058,3796,0.3758,2.72,1067.715867,514.7324696,2515,9201,-6686,10,14,3,2,1,0,4,0,288,12,b1
manager,noun,2,2,2,2,0,87441704,2012,39.45098039,1583,41.5139,1424,0.1583,1320,42.6106,1276,7351,208.7383,7030,0.6959,4.14,923.1287879,483.4773661,94,10816,-10722,7,11,3,2,1,0,2,0,2274,12,a2
mandatory,adjective,3,1,0,0,0,9884397,125,2.450980392,296,7.7625,280,0.0311,202,6.5207,196,545,15.4758,530,0.0525,2.24,1014.510373,593.2455865,9508,3114,6394,9,13,4,3,2,0,6,0,1293,5,c1
manifest,verb,5,1,3,1,0,3197151,96,1.882352941,343,8.9951,317,0.0353,92,2.9698,88,39,1.1074,39,0.0039,2.43,1054.620253,554.7257141,5528,8781,-3253,8,12,3,1,0,0,0,0,0,4,c1
manipulate,verb,6,4,6,3,0,2570342,176,3.450980392,227,5.953,223,0.0248,41,1.3235,41,110,3.1235,110,0.0109,2.55,972.6190476,379.1304724,2054,954,1100,10,16,4,1,0,0,0,0,0,4,c1
manner,noun,3,2,3,2,0,28268864,587,11.50980392,1557,40.8321,1508,0.1677,155,5.0035,154,710,20.1611,708,0.0701,1.62,1027.572687,552.0995548,9357,3870,5487,6,7,2,1,0,0,0,0,0,6,a2
manufacture,verb,4,2,4,2,0,9020752,88,1.725490196,161,4.2222,155,0.0172,41,1.3235,40,154,4.373,149,0.0147,3.07,1100.838983,595.7826031,4843,9401,-4558,11,17,4,3,1,0,3,0,98,30,b2
manuscript,noun,2,2,2,1,0,4569058,137,2.68627451,590,15.4726,515,0.0573,119,3.8414,117,46,1.3062,46,0.0046,4.57,1067.629787,638.278115,9400,2916,6484,10,16,3,2,0,0,0,0,0,47,c1
many,determiner,1,0,0,0,0,318966441,18310,359.0196078,39961,1047.9702,35192,3.9133,18915,610.5908,18350,30284,859.9416,28729,2.8438,2.37,964.0612245,621.0253555,1459,7237,-5778,4,7,2,1,0,0,0,0,0,1,a1
map,noun,8,1,2,2,0,309676581,1561,30.60784314,1201,31.496,972,0.1081,754,24.3397,720,1305,37.0567,1170,0.1158,4.93,847.375,366.9651272,849,14355,-13506,3,6,1,1,0,0,0,0,0,1,a1
map,verb,8,2,6,1,0,309676581,61,1.196078431,1201,31.496,972,0.1081,754,24.3397,720,1305,37.0567,1170,0.1158,4.93,847.375,366.9651272,849,14355,-13506,3,6,1,1,0,0,0,0,0,1,b2
marathon,noun,3,2,2,0,0,6184918,228,4.470588235,958,25.1234,763,0.0848,1487,48.0015,1446,699,19.8487,605,0.0599,3.96,1095.513514,712.6158855,4746,2015,2731,8,10,3,1,0,0,0,0,0,1,b2
march,noun,14,5,7,3,0,158281269,168,3.294117647,4289,112.4783,3900,0.4337,3603,116.3076,3509,9757,277.0589,9225,0.9131,4.03,1058.255061,543.3143355,3937,3318,619,5,9,1,1,0,0,0,0,0,3,a1
march,noun,14,5,7,3,0,158281269,168,3.294117647,4289,112.4783,3900,0.4337,3603,116.3076,3509,9757,277.0589,9225,0.9131,4.03,1058.255061,543.3143355,3937,3318,619,5,9,1,1,0,0,0,0,0,3,c1
march,verb,14,4,7,5,0,158281269,519,10.17647059,4289,112.4783,3900,0.4337,3603,116.3076,3509,9757,277.0589,9225,0.9131,4.03,1058.255061,543.3143355,3937,3318,619,5,9,1,1,0,0,0,0,0,3,c1
margin,noun,7,4,6,2,0,10100139,100,1.960784314,237,6.2153,217,0.0241,91,2.9376,89,836,23.739,801,0.0793,3.46,1100.382979,700.4809628,10329,10665,-336,6,11,2,1,0,0,0,0,0,3,b2
marginal,adjective,6,3,0,0,0,4340610,28,0.549019608,83,2.1767,76,0.0085,35,1.1298,33,109,3.0952,109,0.0108,1.92,1061.996,563.623671,7482,17014,-9532,8,14,3,2,1,0,2,0,1431,3,c1
marine,adjective,6,1,0,0,0,37143112,659,12.92156863,430,11.2767,371,0.0413,236,7.6183,230,1277,36.2616,1157,0.1145,4.25,967.6590909,436.6038581,6266,11541,-5275,6,9,2,1,0,0,0,0,0,5,c1
mark,noun,30,13,13,7,0,95606752,1050,20.58823529,3802,99.7068,3341,0.3715,3127,100.942,3089,6014,170.773,5843,0.5784,4.21,971.4401544,424.3610054,3419,11074,-7655,4,7,1,1,0,0,0,0,0,29,a2
mark,verb,30,13,14,10,1,95606752,736,14.43137255,3802,99.7068,3341,0.3715,3127,100.942,3089,6014,170.773,5843,0.5784,4.21,971.4401544,424.3610054,3419,11074,-7655,4,7,1,1,0,0,0,0,0,29,a2
marker,noun,3,1,3,3,0,7192496,267,5.235294118,504,13.2173,427,0.0475,95,3.0667,93,297,8.4336,286,0.0283,4.62,1036.387454,646.7703477,2102,9711,-7609,6,8,2,2,1,0,2,0,2274,29,b2
market,noun,8,4,5,5,0,162390150,1641,32.17647059,5564,145.9149,4719,0.5247,3577,115.4683,3449,10195,289.4963,9249,0.9155,4.7,915.2672811,446.4465694,798,12690,-11892,6,9,2,1,0,0,0,0,0,10,a1
market,verb,8,1,4,1,0,162390150,194,3.803921569,5564,145.9149,4719,0.5247,3577,115.4683,3449,10195,289.4963,9249,0.9155,4.7,915.2672811,446.4465694,798,12690,-11892,6,9,2,1,0,0,0,0,0,10,b1
marketing,noun,3,1,3,2,0,109596213,235,4.607843137,2098,55.0197,1799,0.2,3338,107.7532,3194,2315,65.7365,2179,0.2157,2.33,989.0762712,600.6951669,1105,807,298,9,11,3,1,0,0,0,0,0,10,b1
marketplace,noun,2,2,2,2,0,25710584,83,1.62745098,243,6.3726,225,0.025,169,5.4555,168,422,11.9831,413,0.0409,4.28,1134.517361,627.3783123,3417,14993,-11576,11,16,3,2,0,0,0,0,0,31,c1
marriage,noun,4,3,4,3,0,30592140,3925,76.96078431,2884,75.6324,2310,0.2569,1962,63.3349,1854,3216,91.3212,2689,0.2662,2.51,964.4475806,495.5231698,2782,1598,1184,8,10,2,1,0,0,0,0,0,5,b1
married,adjective,3,1,0,0,1,30202662,6583,129.0784314,3018,79.1465,2709,0.3012,1796,57.9763,1756,2265,64.3167,2151,0.2129,2.82,882.4557522,558.8966514,1175,28,1147,7,8,2,1,0,0,0,0,0,4,a1
marry,verb,2,2,2,2,0,4388137,5303,103.9803922,762,19.9833,690,0.0767,1151,37.1552,1117,406,11.5287,390,0.0386,3.03,1004.257261,636.9937469,5094,3145,1949,5,7,2,1,0,0,0,0,0,4,a2
martial,adjective,4,2,0,0,0,8710009,296,5.803921569,250,6.5562,225,0.025,93,3.0021,90,174,4.9409,167,0.0165,2.43,1191.926702,907.6042291,16881,11510,5371,7,10,2,1,0,0,0,0,0,2,b2
mask,noun,8,1,4,3,0,11654805,957,18.76470588,721,18.9081,607,0.0675,360,11.6211,349,322,9.1435,310,0.0307,4.96,948.7297297,650.1405618,3092,4720,-1628,4,8,1,1,0,0,0,0,0,3,c1
mass,adjective,11,1,0,0,0,40364941,407,7.980392157,2149,56.3571,1899,0.2112,884,28.5362,873,1723,48.9261,1659,0.1642,3.44,978.1863636,564.9782529,7937,149,7788,4,6,1,1,0,0,0,0,0,7,b2
mass,noun,11,6,9,8,0,40364941,402,7.882352941,2149,56.3571,1899,0.2112,884,28.5362,873,1723,48.9261,1659,0.1642,3.44,978.1863636,564.9782529,7937,149,7788,4,6,1,1,0,0,0,0,0,7,b2
massacre,noun,2,1,1,1,0,2620731,163,3.196078431,200,5.245,188,0.0209,86,2.7761,85,185,5.2532,183,0.0181,4,1129.935897,613.8128499,11424,15475,-4051,8,9,3,1,0,0,0,0,0,1,c1
massive,adjective,4,1,0,0,0,19454740,508,9.960784314,1860,48.7782,1801,0.2003,734,23.6941,728,1732,49.1817,1721,0.1704,3.21,923.6727273,426.5554423,2684,2254,430,7,8,2,2,1,0,3,0,580,7,b2
master,noun,14,8,10,7,0,61704297,4145,81.2745098,2160,56.6456,1951,0.2169,1257,40.5769,1225,1954,55.4856,1870,0.1851,2.63,867.9855769,371.9864612,2852,5094,-2242,6,9,2,1,0,0,0,0,0,29,b2
master,verb,14,4,4,3,0,61704297,278,5.450980392,2160,56.6456,1951,0.2169,1257,40.5769,1225,1954,55.4856,1870,0.1851,2.63,867.9855769,371.9864612,2852,5094,-2242,6,9,2,1,0,0,0,0,0,29,b2
match,noun,19,5,9,4,0,53532481,1609,31.54901961,2434,63.8312,2195,0.2441,1968,63.5286,1925,2872,81.553,2657,0.263,4.14,897.0810811,507.0791282,773,2490,-1717,5,8,1,1,0,0,0,0,0,13,a1
match,verb,19,7,10,4,1,53532481,908,17.80392157,2434,63.8312,2195,0.2441,1968,63.5286,1925,2872,81.553,2657,0.263,4.14,897.0810811,507.0791282,773,2490,-1717,5,8,1,1,0,0,0,0,0,13,a1
material,adjective,11,2,0,0,4,98528318,33,0.647058824,2601,68.2108,2327,0.2588,780,25.179,773,1593,45.2347,1524,0.1509,4.26,906.2857143,378.8407957,2119,3174,-1055,8,14,4,1,0,0,0,0,0,9,b2
material,noun,11,2,5,4,0,98528318,1097,21.50980392,2601,68.2108,2327,0.2588,780,25.179,773,1593,45.2347,1524,0.1509,4.26,906.2857143,378.8407957,2119,3174,-1055,8,14,4,1,0,0,0,0,0,9,a2
mathematics,noun,1,1,1,1,0,24809371,155,3.039215686,158,4.1435,145,0.0161,42,1.3558,40,109,3.0952,106,0.0105,2.52,1090.287879,665.9447165,139,8990,-8851,11,14,4,1,0,0,0,0,0,1,a2
matter,noun,7,2,6,4,0,66632805,10513,206.1372549,8367,219.4231,7827,0.8704,5102,164.6965,4917,5552,157.6541,5389,0.5334,3.54,990.9110169,626.3687281,2472,11854,-9382,6,7,2,1,0,0,0,0,0,2,a2
matter,verb,7,1,1,1,0,66632805,4277,83.8627451,8367,219.4231,7827,0.8704,5102,164.6965,4917,5552,157.6541,5389,0.5334,3.54,990.9110169,626.3687281,2472,11854,-9382,6,7,2,1,0,0,0,0,0,2,a2
mature,adjective,11,1,0,0,4,73877124,319,6.254901961,536,14.0565,513,0.057,310,10.007,304,417,11.8411,404,0.04,1.86,918.1576763,449.267515,5783,165,5618,6,10,2,1,0,0,0,0,0,13,c1
mature,verb,11,4,6,2,0,73877124,97,1.901960784,536,14.0565,513,0.057,310,10.007,304,417,11.8411,404,0.04,1.86,918.1576763,449.267515,5783,165,5618,6,10,2,1,0,0,0,0,0,13,c1
maximum,adjective,4,1,0,0,1,58933430,306,6,628,16.4692,599,0.0666,172,5.5523,169,935,26.5502,913,0.0904,2.54,967.3397129,472.053538,1284,849,435,7,11,3,2,1,0,3,0,39,7,b2
maximum,noun,4,2,3,0,2,58933430,92,1.803921569,628,16.4692,599,0.0666,172,5.5523,169,935,26.5502,913,0.0904,2.54,967.3397129,472.053538,1284,849,435,7,11,3,2,1,0,3,0,39,7,b2
may,noun,2,2,2,0,0,827822032,1,0.019607843,32307,847.2454,27972,3.1105,18786,606.4266,18059,28617,812.6056,26464,2.6196,3,1002.87931,619.3875296,2965,1863,1102,3,7,1,1,0,0,0,0,0,8,a1
maybe,adverb,1,1,0,0,0,51895609,47143,924.372549,14014,367.5147,12349,1.3732,14496,467.9421,14160,5374,152.5996,4918,0.4868,1.52,923.2272727,428.0590522,1890,8967,-7077,5,10,2,1,0,0,0,0,0,1,a1
mayor,noun,1,1,1,1,0,15030847,1464,28.70588235,759,19.9046,648,0.0721,1204,38.8661,1158,6879,195.3354,6434,0.6369,4.37,1064.508547,710.1831127,5577,601,4976,5,7,1,1,0,0,0,0,0,4,b2
meal,noun,3,1,3,2,0,12937343,1471,28.84313725,2683,70.3612,2399,0.2668,1309,42.2555,1288,1512,42.9346,1427,0.1413,4.62,928.8703704,641.7945276,1717,240,1477,4,7,1,1,0,0,0,0,0,11,a1
mean,verb,15,5,4,4,0,80312172,61291,1201.784314,9983,261.8024,9233,1.0267,12603,406.8346,12349,4120,116.9911,3959,0.3919,2.5,925.7109375,457.4922976,497,5138,-4641,4,7,1,1,0,0,0,0,0,14,a1
meaning,noun,3,2,2,2,0,28821231,1308,25.64705882,3029,79.435,2834,0.3151,1153,37.2197,1140,1422,40.379,1400,0.1386,1.85,928.6601563,349.3603423,2692,7973,-5281,7,9,2,1,0,0,0,0,0,14,a1
meaningful,adjective,1,0,0,0,1,6768984,178,3.490196078,652,17.0986,639,0.0711,288,9.2969,286,477,13.5448,472,0.0467,1.62,1144.371429,695.2087987,7838,9096,-1258,10,13,3,2,1,0,3,0,343,14,c1
means,noun,3,3,4,3,0,105946662,1429,28.01960784,10522,275.9376,9779,1.0874,6163,198.9464,6018,5542,157.3701,5341,0.5287,1.93,1009.420168,536.40528,1517,4870,-3353,5,8,1,1,0,0,0,0,0,14,b2
meantime,noun,2,1,1,1,0,3568612,767,15.03921569,894,23.445,889,0.0989,175,5.6491,175,544,15.4474,544,0.0538,1.87,1085.113924,673.3896105,6215,14199,-7984,8,12,2,2,0,0,0,0,0,60,c1
meanwhile,adverb,2,1,0,0,0,8105294,811,15.90196078,1442,37.8162,1436,0.1597,192,6.1979,192,2978,84.563,2974,0.2944,1.27,1036.237931,577.8922284,4630,4789,-159,9,12,2,2,0,0,0,0,0,17,b1
measure,noun,12,8,9,8,0,32083783,262,5.137254902,1413,37.0557,1314,0.1461,560,18.0772,545,3715,105.4908,3485,0.345,3.59,987.0155039,488.6284383,2662,7540,-4878,7,7,2,1,0,0,0,0,0,9,b1
measure,verb,12,3,4,4,0,32083783,274,5.37254902,1413,37.0557,1314,0.1461,560,18.0772,545,3715,105.4908,3485,0.345,3.59,987.0155039,488.6284383,2662,7540,-4878,7,7,2,1,0,0,0,0,0,9,b1
measurement,noun,1,1,1,1,0,20463095,27,0.529411765,190,4.9827,170,0.0189,64,2.066,64,88,2.4988,82,0.0081,3.26,1070.333333,597.3511378,4627,2930,1697,11,11,3,2,1,0,4,0,288,9,b2
meat,noun,3,2,3,2,0,17652296,2227,43.66666667,2563,67.2142,2041,0.227,1089,35.1538,1021,2127,60.3981,1852,0.1833,4.9,913.5128205,451.5881202,687,3105,-2418,4,7,1,1,0,0,0,0,0,11,a1
mechanic,noun,3,2,2,0,0,4198798,257,5.039215686,148,3.8813,127,0.0141,83,2.6793,82,145,4.1174,142,0.0141,4.38,1040.308333,616.7462713,5114,5172,-58,8,10,3,2,1,0,2,0,1014,11,b2
mechanical,adjective,3,1,0,0,1,19250300,250,4.901960784,324,8.4968,290,0.0322,127,4.0997,126,384,10.904,372,0.0368,3.17,1078.507813,603.6094244,2698,8497,-5799,10,13,4,3,2,0,4,0,2445,11,b2
mechanism,noun,5,2,5,3,0,17771611,190,3.725490196,300,7.8674,277,0.0308,53,1.7109,53,197,5.594,196,0.0194,3.67,1114.895522,724.2809092,2127,3456,-1329,9,13,3,2,1,0,3,0,271,11,b2
medal,noun,1,1,1,1,0,7747036,589,11.54901961,296,7.7625,272,0.0302,155,5.0035,151,625,17.7474,544,0.0538,4.89,1014.798122,514.985145,7152,11206,-4054,5,9,2,1,0,0,0,0,0,3,b2
