Word,Definition,PoS1,PoS2,PoS3,PoS4,PoS5,PoS6,PoS7,PoS8,PoS9,N_senses,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc,Concreteness_M,RT_correct_mean,RT_correct_std,Rank_L2,Rank_L1,Diff_L1_L2,Word_length,Phonetics_length,N_syllables,N_morphemes,N_suffixes,Prefix_length,Suffix_length,Prefix_famsize,Suffix_famsize,Root_famsize
incognito,One unknown or in disguise or under an assumed character or name.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,396903,29,0.568627451,33,0.8654,33,0.0037,32,1.033,32,11,0.3124,11,0.0011,1.83,1145.15678,572.8699351,9682,15801,-6119,9,15,4,1,0,0,0,0,0,1
geographer,One versed in geography.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,194824,5,0.098039216,6,0.1573,6,0.0007,8,0.2582,8,8,0.2272,8,0.0008,4.11,1311.5,967.1421103,7861,14274,-6413,10,13,4,3,1,0,2,0,2274,136
mathematician,One versed in mathematics.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,786512,49,0.960784314,39,1.0228,39,0.0043,12,0.3874,12,23,0.6531,23,0.0023,4.38,1339.219081,840.7085842,3114,14622,-11508,13,15,5,2,1,0,3,0,174,3
naturalist,One versed in natural science; a student of natural history esp. of the natural history of animals.,0,0,0,0,1,0,0,0,0,2,1,2,0,0,1327928,14,0.274509804,36,0.9441,32,0.0036,9,0.2905,9,63,1.7889,62,0.0061,3.42,1097.768,648.7334727,1869,5215,-3346,10,16,4,3,2,0,5,0,1893,22
physicist,One versed in physics.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1165020,69,1.352941176,65,1.7046,62,0.0069,14,0.4519,12,47,1.3346,45,0.0045,4.26,1319.328947,930.8193689,8367,14941,-6574,9,12,3,3,2,0,5,0,1476,29
statistician,One versed in statistics; one who collects and classifies facts for statistics.,0,0,0,0,1,0,0,0,0,2,2,2,1,0,439147,1,0.019607843,5,0.1311,5,0.0006,9,0.2905,9,12,0.3408,12,0.0012,3.88,1658.302632,1116.590188,16258,19590,-3332,12,15,4,2,1,0,3,0,174,4
tactician,One versed in tactics; hence a skillful maneuverer; an adroit manager.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,76103,8,0.156862745,3,0.0787,3,0.0003,3,0.0968,3,6,0.1704,6,0.0006,3.72,1554.727778,991.4369676,29445,28773,672,9,11,3,2,1,0,3,0,174,7
connoisseur,One well versed in any subject; a skillful or knowing person; a critical judge of any art particulary of one of the fine arts.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,584423,32,0.62745098,51,1.3375,50,0.0056,20,0.6456,20,26,0.7383,25,0.0025,2.7,1399.475806,838.0591735,37598,21079,16519,11,11,3,1,0,0,0,0,0,1
martyr,One who by his death bears witness to the truth of the gospel; one who is put to death for his religion.,0,0,0,0,1,0,0,0,0,4,1,2,2,0,923824,128,2.509803922,92,2.4127,88,0.0098,16,0.5165,15,32,0.9087,32,0.0032,3.07,1156.15847,609.4531435,21683,19305,2378,6,8,2,1,0,0,0,0,0,2
puritan,One who in the time of Queen Elizabeth and the first two Stuarts opposed traditional and formal usages and advocated simpler forms of faith and worship than those established by law; -- originally a term of reproach. The Puritans formed the bulk of the early population of New England.,0,0,0,0,1,0,0,0,0,4,2,3,0,0,782700,16,0.31372549,37,0.9703,35,0.0039,4,0.1291,4,11,0.3124,11,0.0011,3.17,1167.19598,661.9616141,22972,17857,5115,7,11,3,1,0,0,0,0,0,4
cruiser,One who or a vessel that cruises; -- usually an armed vessel.,0,0,0,0,1,0,0,0,0,3,2,3,2,0,3735652,140,2.745098039,72,1.8882,65,0.0072,32,1.033,32,106,3.01,101,0.01,3.78,1183.260274,714.2222503,8662,12927,-4265,7,9,2,2,1,0,2,0,2274,2
absorber,One who or that which absorbs.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,772906,3,0.058823529,15,0.3934,6,0.0007,2,0.0646,2,1,0.0284,1,0.0001,2.96,1191.80303,591.6520782,9637,25828,-16191,8,10,3,3,1,2,2,24,2274,8
adjuster,One who or that which adjusts.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,709135,20,0.392156863,10,0.2622,7,0.0008,3,0.0968,3,13,0.3691,12,0.0012,3.23,1384.953052,840.8703867,16073,20888,-4815,8,11,3,3,1,1,2,309,2274,22
advertiser,One who or that which advertises.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,9111848,8,0.156862745,64,1.6784,55,0.0061,33,1.0653,32,33,0.9371,31,0.0031,3.93,1261.750903,748.0954654,7125,11000,-3875,10,14,4,3,2,0,5,0,2704,9
assailant,One who or that which assails attacks or assaults; an assailer.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,247362,75,1.470588235,35,0.9179,35,0.0039,3,0.0968,3,88,2.4988,86,0.0085,3.96,1385.403974,892.1383314,36228,15404,20824,9,12,3,2,1,0,3,0,464,3
backer,One who or that which backs; especially one who backs a person or thing in a contest.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,358798,54,1.058823529,25,0.6556,24,0.0027,25,0.807,25,73,2.0729,72,0.0071,2.8,1341.078534,871.1566112,25312,24360,952,6,7,2,2,1,0,2,0,2274,69
bearer,One who or that which bears sustains or carries.,0,0,0,0,1,0,0,0,0,4,3,4,0,0,1406898,92,1.803921569,76,1.9931,71,0.0079,20,0.6456,19,35,0.9939,35,0.0035,3.58,1339.121339,827.5515153,17372,18120,-748,6,9,2,2,1,0,2,0,2274,20
beater,One who or that which beats.,0,0,0,0,1,0,0,0,0,2,0,2,1,0,440786,36,0.705882353,45,1.1801,39,0.0043,65,2.0983,65,18,0.5111,17,0.0017,3.62,1367.689956,939.3731929,18785,13753,5032,6,8,2,2,1,0,2,0,2274,19
betrayer,One who or that which betrays.,0,0,0,0,1,0,0,0,0,2,2,2,2,0,60912,19,0.37254902,13,0.3409,13,0.0014,1,0.0323,1,4,0.1136,4,0.0004,2.9,1238.95283,732.9454553,12698,10811,1887,8,11,3,2,1,0,2,0,2274,3
biter,One who or that which bites; that which bites often or is inclined to bite as a dog or fish.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,127349,29,0.568627451,16,0.4196,15,0.0017,25,0.807,24,1,0.0284,1,0.0001,3.88,1410.840764,878.154508,32261,27574,4687,5,9,2,2,1,0,2,0,2274,7
blender,One who or that which blends; an instrument as a brush used in blending.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2793188,85,1.666666667,427,11.198,373,0.0415,94,3.0344,91,187,5.31,163,0.0161,5,1070.067511,663.1597608,10261,2418,7843,7,9,2,2,1,0,2,0,2274,2
blinder,One who or that which blinds.,0,0,0,0,1,0,0,0,0,1,1,1,0,1,119500,6,0.117647059,5,0.1311,5,0.0006,1,0.0323,1,4,0.1136,4,0.0004,4.04,1351.513636,861.4442184,17972,23392,-5420,7,11,2,2,1,0,2,0,2274,9
blotter,One who or that which blots; esp. a device for absorbing superfluous ink.,0,0,0,0,1,0,0,0,0,2,2,2,0,0,422687,27,0.529411765,4,0.1049,2,0.0002,7,0.226,7,16,0.4543,16,0.0016,3.83,1487.630631,1188.617569,47218,24594,22624,7,8,2,2,1,0,2,0,2274,2
blower,One who or that which blows.,0,0,0,0,1,0,0,0,0,3,2,3,2,0,1749788,16,0.31372549,31,0.813,29,0.0032,38,1.2267,38,19,0.5395,16,0.0016,4.07,1308.981982,973.0296204,15016,7766,7250,6,9,2,2,1,0,2,0,2274,19
breaker,One who or that which breaks.,0,0,0,0,1,0,0,0,0,3,3,3,1,0,2231387,116,2.274509804,81,2.1242,75,0.0083,83,2.6793,82,47,1.3346,44,0.0044,3.85,1128.633588,753.1187997,6004,9290,-3286,7,10,2,2,1,0,2,0,2274,34
breeder,One who or that which breeds produces brings up etc.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2055219,40,0.784313725,58,1.521,52,0.0058,13,0.4197,13,46,1.3062,42,0.0042,3.13,1231.381643,784.407249,21720,14917,6803,7,9,2,2,1,0,2,0,2274,7
bruiser,One who or that which bruises.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,139932,64,1.254901961,9,0.236,9,0.001,10,0.3228,9,12,0.3408,12,0.0012,2.89,1291.628049,772.9739649,29748,19140,10608,7,9,2,2,1,0,2,0,2274,2
burner,One who or that which burns or sets fire to anything.,0,0,0,0,1,0,0,0,0,2,0,2,1,0,6925111,93,1.823529412,173,4.5369,159,0.0177,63,2.0337,63,95,2.6976,93,0.0092,4.78,1261.648649,931.3691585,8544,1085,7459,6,8,2,2,1,0,2,0,2274,12
buzzer,One who or that which buzzes; a whisperer; a talebearer.,0,0,0,0,1,0,0,0,0,2,1,2,1,0,558420,167,3.274509804,24,0.6294,23,0.0026,98,3.1635,97,172,4.8841,169,0.0167,4.66,1056.928571,589.7305845,15424,14654,770,6,7,2,2,1,0,2,0,2274,2
carrier,One who or that which carries or conveys; a messenger.,0,0,0,0,1,0,0,0,0,11,7,11,2,0,22919197,326,6.392156863,349,9.1525,301,0.0335,158,5.1004,152,573,16.2709,535,0.053,4.2,1043.021739,693.2041196,3430,4536,-1106,7,8,3,2,1,0,2,0,2274,10
catcher,One who or that which catches.,0,0,0,0,1,0,0,0,0,2,1,2,0,0,1877712,161,3.156862745,91,2.3865,86,0.0096,146,4.713,145,749,21.2685,712,0.0705,4.44,1166.660714,702.9005823,8863,15153,-6290,7,9,2,2,1,0,2,0,2274,13
charger,One who or that which charges.,0,0,0,0,1,0,0,0,0,2,2,2,0,0,13862324,62,1.215686275,94,2.4651,82,0.0091,355,11.4597,348,100,2.8396,88,0.0087,4.39,1063.917012,527.4465073,8284,2439,5845,7,12,2,2,1,0,2,0,2274,12
choker,One who or that which chokes.,0,0,0,0,1,0,0,0,0,4,3,4,1,0,641488,15,0.294117647,17,0.4458,16,0.0018,10,0.3228,10,4,0.1136,4,0.0004,4.31,1280.265625,762.5754566,23673,17158,6515,6,11,2,2,1,0,2,0,2274,3
chopper,One who or that which chops.,0,0,0,0,1,0,0,0,0,4,4,4,1,0,2075817,586,11.49019608,42,1.1014,39,0.0043,73,2.3565,72,47,1.3346,47,0.0047,4.07,1164.20438,685.4763392,7968,9410,-1442,7,9,2,2,1,0,2,0,2274,8
cleaner,One who or that which cleans.,0,0,0,0,1,0,0,0,0,3,2,3,2,4,11442551,260,5.098039216,411,10.7784,364,0.0405,180,5.8105,178,255,7.241,245,0.0243,3.78,1013.029536,536.0500814,104,8941,-8837,7,9,2,2,1,0,2,0,2274,10
cleanser,One who or that which cleanses; a detergent.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1176623,22,0.431372549,94,2.4651,79,0.0088,26,0.8393,25,9,0.2556,9,0.0009,4.59,1348.592417,874.7084002,20298,10504,9794,8,9,2,2,1,0,2,0,2274,2
climber,One who or that which climbs,0,0,0,0,1,0,0,0,0,5,3,5,3,0,899495,40,0.784313725,42,1.1014,38,0.0042,16,0.5165,16,35,0.9939,33,0.0033,4.5,1203.055319,880.9357842,8154,6123,2031,7,10,2,2,1,0,2,0,2274,2
clincher,One who or that which clinches; that which holds fast.,0,0,0,0,1,0,0,0,0,3,2,3,0,0,144904,17,0.333333333,10,0.2622,9,0.001,7,0.226,7,24,0.6815,24,0.0024,2.15,1558.932836,1040.28598,42029,23983,18046,8,11,2,2,1,0,2,0,2274,2
concurrent,One who or that which concurs; a joint or contributory cause.,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4589219,11,0.215686275,50,1.3112,50,0.0056,18,0.5811,18,44,1.2494,44,0.0044,2.19,1276.626667,753.6684884,18582,15824,2758,10,12,3,2,1,0,3,0,464,4
condenser,One who or that which condenses.,0,0,0,0,1,0,0,0,0,4,2,4,3,0,1302457,7,0.137254902,11,0.2885,9,0.001,2,0.0646,2,4,0.1136,3,0.0003,3.96,1401.909465,775.9787848,20193,22426,-2233,9,11,3,2,1,0,2,0,2274,3
conductor,One who or that which conducts; a leader; a commander; a guide; a manager; a director.,0,0,0,0,1,0,0,0,0,4,1,4,4,1,3978814,155,3.039215686,119,3.1208,104,0.0116,76,2.4533,74,314,8.9163,304,0.0301,4.26,1084.450216,612.5978863,4189,12802,-8613,9,11,3,3,1,2,2,370,289,67
subsidiary,One who or that which contributes aid or additional supplies; an assistant; an auxiliary.,0,0,0,0,1,0,0,0,0,5,2,2,1,0,7192144,13,0.254901961,125,3.2781,118,0.0131,20,0.6456,20,331,9.399,320,0.0317,2.96,1315.174419,840.581819,16136,17083,-947,10,13,5,2,1,0,3,0,356,5
controller,One who or that which controls or restraines; one who has power or authority to regulate or control; one who governs.,0,0,0,0,1,0,0,0,0,3,3,3,3,0,18513560,66,1.294117647,147,3.855,117,0.013,100,3.2281,98,267,7.5817,236,0.0234,4.33,1111.558233,747.1995011,2768,7367,-4599,10,13,3,2,1,0,2,0,2274,7
freezer,One who or that which cools or freezes as a refrigerator or the tub and can used in the process of freezing ice cream.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4489766,261,5.117647059,697,18.2787,621,0.0691,190,6.1333,188,178,5.0545,164,0.0162,4.87,957.392,668.5082403,1002,5398,-4396,7,9,2,2,1,0,2,0,2274,3
cracker,One who or that which cracks.,0,0,0,0,1,0,0,0,0,5,3,5,2,0,2103875,282,5.529411765,203,5.3236,187,0.0208,140,4.5193,137,98,2.7828,94,0.0093,4.96,1101.320675,551.908659,5882,7039,-1157,7,8,2,2,1,0,2,0,2274,10
crawler,One who or that which crawls; a creeper; a reptile.,0,0,0,0,1,0,0,0,0,3,3,3,1,0,1012165,16,0.31372549,12,0.3147,12,0.0013,12,0.3874,12,5,0.142,5,0.0005,4,1213.266055,742.3352695,16824,2778,14046,7,9,2,2,1,0,2,0,2274,3
creeper,One who or that which creeps; any creeping thing.,0,0,0,0,1,0,0,0,0,3,2,3,1,0,628591,29,0.568627451,32,0.8392,31,0.0034,139,4.487,137,5,0.142,5,0.0005,3.48,1252.634783,867.3053469,12163,4166,7997,7,9,2,2,1,0,2,0,2274,7
crusher,One who or that which crushes.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,695578,31,0.607843137,31,0.813,25,0.0028,20,0.6456,20,10,0.284,9,0.0009,4,1242.168831,826.5480296,11543,18869,-7326,7,8,2,2,1,0,2,0,2274,4
curler,One who or that which curls.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,121870,5,0.098039216,9,0.236,9,0.001,6,0.1937,6,3,0.0852,3,0.0003,4.13,1513.436047,1024.310209,32567,21890,10677,6,8,2,2,1,0,2,0,2274,7
safeguard,One who or that which defends or protects; defense; protection.,0,0,0,0,1,0,0,0,0,4,2,2,1,0,2484174,37,0.725490196,96,2.5176,95,0.0106,16,0.5165,16,90,2.5556,89,0.0088,2.21,1120.937984,701.4957144,4810,2160,2650,9,12,2,2,0,0,0,0,0,34
protector,One who or that which defends or shields from injury evil oppression etc.; a defender; a guardian; a patron.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,4128784,145,2.843137255,115,3.0159,111,0.0123,57,1.84,57,72,2.0445,70,0.0069,3.66,1076.209677,735.9721795,3166,5940,-2774,9,11,3,2,1,0,2,0,289,12
detector,One who or that which detects; a detecter.,0,0,0,0,1,0,0,0,0,3,2,3,2,0,7716106,166,3.254901961,62,1.6259,55,0.0061,67,2.1628,66,105,2.9816,100,0.0099,3.7,1047.356,592.7843473,1870,9437,-7567,8,10,3,2,1,0,2,0,289,7
detonator,One who or that which detonates.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,269120,120,2.352941176,4,0.1049,4,0.0004,1,0.0323,1,14,0.3975,13,0.0013,4.76,1245.2657,777.6042945,13549,17192,-3643,9,14,4,2,1,0,2,0,289,3
developer,One who or that which develops.,0,0,0,0,1,0,0,0,0,2,0,2,1,0,35890230,46,0.901960784,352,9.2311,310,0.0345,418,13.4934,408,1079,30.6392,1035,0.1025,3.54,1018.677551,551.5769774,2370,6628,-4258,9,11,4,2,1,0,2,0,2274,10
digger,One who or that which digs.,0,0,0,0,1,0,0,0,0,2,1,2,2,0,1169511,130,2.549019608,28,0.7343,28,0.0031,79,2.5502,77,16,0.4543,16,0.0016,4.29,1137.216535,677.3104656,9057,4102,4955,6,7,2,2,1,0,2,0,2274,3
dipper,One who or that which dips; especially a vessel used to dip water or other liquid; a ladle.,0,0,0,0,1,0,0,0,0,5,4,3,1,0,319525,32,0.62745098,16,0.4196,15,0.0017,12,0.3874,12,13,0.3691,11,0.0011,4.21,1335.693333,704.751705,32966,17742,15224,6,7,2,2,1,0,2,0,2274,4
dispenser,One who or that which dispenses; a distributer.,0,0,0,0,1,0,0,0,0,2,0,2,1,0,2143467,50,0.980392157,52,1.3637,48,0.0053,22,0.7102,22,22,0.6247,17,0.0017,3.84,1106.150628,572.0808347,10720,2391,8329,9,11,3,2,1,0,2,0,2274,9
diver,One who or that which dives.,0,0,0,0,1,0,0,0,0,3,3,3,1,0,2452406,117,2.294117647,45,1.1801,40,0.0044,33,1.0653,32,84,2.3853,81,0.008,4.69,1171.456522,656.2310711,11584,11791,-207,5,9,2,2,1,0,2,0,2274,6
divider,One who or that which divides; that which separates anything into parts.,0,0,0,0,1,0,0,0,0,4,2,4,2,1,979417,8,0.156862745,27,0.7081,27,0.003,4,0.1291,4,42,1.1926,41,0.0041,3.9,1317.636816,872.4984541,14165,4884,9281,7,11,3,2,1,0,2,0,2274,25
bleeder,One who or that which draws blood.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,124277,58,1.137254902,2,0.0524,2,0.0002,5,0.1614,5,0,0,0,0,3.5,1433.795812,871.148066,20821,21306,-485,7,9,2,2,1,0,2,0,2274,3
drier,One who or that which dries; that which may expel or absorb moisture; a desiccative.,0,0,0,0,1,0,0,0,0,2,2,2,1,6,679179,13,0.254901961,50,1.3112,49,0.0054,10,0.3228,10,43,1.221,41,0.0041,3.69,1404.297561,1065.998255,22054,22604,-550,5,10,2,2,1,0,2,0,2274,6
dropper,One who or that which drops. Specif.: (Fishing) A fly that drops from the leaden above the bob or end fly.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,334330,20,0.392156863,26,0.6818,23,0.0026,15,0.4842,15,5,0.142,5,0.0005,3.79,1312.635514,935.2132934,17086,24997,-7911,7,8,2,2,1,0,2,0,2274,13
duster,One who or that which dusts; a utensil that frees from dust.,0,0,0,0,1,0,0,0,0,4,3,4,0,0,519771,19,0.37254902,28,0.7343,28,0.0031,5,0.1614,5,10,0.284,10,0.001,4.64,1259.732057,874.289478,19126,2637,16489,6,8,2,2,1,0,2,0,2274,16
eater,One who or that which eats.,0,0,0,0,1,0,0,0,0,2,1,2,1,0,1702828,73,1.431372549,164,4.3009,154,0.0171,71,2.2919,71,60,1.7038,57,0.0056,3.75,1253.792271,1017.829124,10496,2961,7535,5,7,2,2,1,0,2,0,2274,8
ejector,One who or that which ejects or dispossesses.,0,0,0,0,1,0,0,0,0,2,2,2,0,0,237528,15,0.294117647,8,0.2098,5,0.0006,0,0,0,1,0.0284,1,0.0001,3.67,1294.858537,688.3838094,17886,15412,2474,7,11,3,3,1,1,2,96,289,36
eraser,One who or that which erases; esp. a sharp instrument or a piece of rubber used to erase writings drawings etc.,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1166247,51,1,63,1.6522,55,0.0061,54,1.7432,52,16,0.4543,15,0.0015,4.74,1062.713147,787.870871,4928,1819,3109,6,10,3,2,1,0,2,0,2274,3
excavator,One who or that which excavates or hollows out; a machine as a dredging machine or a tool for excavating.,0,0,0,0,1,0,0,0,0,2,1,2,1,0,396338,4,0.078431373,12,0.3147,10,0.0011,2,0.0646,2,18,0.5111,16,0.0016,4.07,1318.8107,793.3057087,18839,19985,-1146,9,15,4,2,1,0,2,0,289,3
extractor,One who or that which extracts,0,0,0,0,1,0,0,0,0,3,2,3,2,0,1969493,5,0.098039216,12,0.3147,12,0.0013,4,0.1291,4,4,0.1136,4,0.0004,3.69,1194.783333,707.0317491,10432,9804,628,9,12,3,3,1,2,2,142,289,28
feeler,One who or that which feels.,0,0,0,0,1,0,0,0,0,4,4,4,0,0,97832,7,0.137254902,5,0.1311,5,0.0006,0,0,0,1,0.0284,1,0.0001,3.54,1519.272152,1077.223635,32307,22673,9634,6,8,2,2,1,0,2,0,2274,5
filler,One who or that which fills; something used for filling.,0,0,0,0,1,0,0,0,0,5,1,5,1,0,2363583,27,0.529411765,119,3.1208,113,0.0126,52,1.6786,50,57,1.6186,54,0.0053,2.92,1181.890909,701.0997473,14309,2442,11867,6,7,2,2,1,0,2,0,2274,7
percolator,One who or that which filters.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,86371,4,0.078431373,3,0.0787,3,0.0003,6,0.1937,6,3,0.0852,3,0.0003,4.39,1504.942857,854.6083204,44896,29314,15582,10,15,4,2,1,0,2,0,289,3
finder,One who or that which finds; specifically (Astron.) a small telescope of low power and large field of view attached to a larger telescope for the purpose of finding an object more readily.,0,0,0,0,1,0,0,0,0,3,2,3,1,0,20303313,77,1.509803922,50,1.3112,47,0.0052,59,1.9046,59,39,1.1074,38,0.0038,3,1077.724299,587.3846095,6796,5190,1606,6,10,2,2,1,0,2,0,2274,7
flapper,One who or that which flaps.,0,0,0,0,1,0,0,0,0,1,0,1,0,0,240798,10,0.196078431,32,0.8392,28,0.0031,22,0.7102,20,15,0.4259,14,0.0014,3.9,1425.201299,968.3770223,36280,14757,21523,7,8,2,2,1,0,2,0,2274,4
flasher,One who or that which flashes.,0,0,0,0,1,0,0,0,0,3,2,3,1,0,1341269,13,0.254901961,21,0.5507,11,0.0012,6,0.1937,6,3,0.0852,3,0.0003,4.1,1358.784232,944.758679,16060,7393,8667,7,8,2,2,1,0,2,0,2274,13
folder,One who or that which folds; esp. a flat knifelike instrument used for folding paper.,0,0,0,0,1,0,0,0,0,2,1,2,2,0,18941479,83,1.62745098,579,15.1842,501,0.0557,161,5.1972,154,49,1.3914,43,0.0043,4.93,922.1713147,399.7553734,4583,6610,-2027,6,10,2,2,1,0,2,0,2274,10
promoter,One who or that which forwards advances or promotes; an encourager.,0,0,0,0,1,0,0,0,0,2,2,2,2,0,3416706,51,1,54,1.4161,49,0.0054,91,2.9376,90,133,3.7767,132,0.0131,3.84,1214.484127,765.1031255,10034,21904,-11870,8,12,3,3,1,3,2,119,2274,10
generator,One who or that which generates begets causes or produces.,0,0,0,0,1,0,0,0,0,4,1,4,3,0,13041439,282,5.529411765,209,5.481,179,0.0199,76,2.4533,75,133,3.7767,127,0.0126,4.23,987.4264706,482.0393047,1703,6413,-4710,9,16,4,3,2,0,5,0,1226,20
feeder,One who or that which gives food or supplies nourishment; steward.,0,0,0,0,1,0,0,0,0,6,4,6,1,1,3545920,35,0.68627451,92,2.4127,80,0.0089,34,1.0975,33,67,1.9025,64,0.0063,4.36,1170.930041,655.4701039,13974,14686,-712,6,8,2,2,1,0,2,0,2274,8
glider,One who or that which glides.,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1311196,35,0.68627451,48,1.2588,44,0.0049,6,0.1937,6,25,0.7099,24,0.0024,4.32,1310.624339,793.7502633,23510,13053,10457,6,10,2,2,1,0,2,0,2274,2
grater,One who or that which grates; especially an instrument or utensil with a rough indented surface for rubbing off small particles of any substance.,1,0,0,0,0,0,0,0,0,1,0,1,0,0,214742,7,0.137254902,44,1.1539,42,0.0047,7,0.226,7,14,0.3975,14,0.0014,4.52,1547.273743,1055.965455,33505,26866,6639,6,10,2,2,1,0,2,0,2274,19
grinder,One who or that which grinds.,0,0,0,0,1,0,0,0,0,4,3,4,2,0,2281990,65,1.274509804,68,1.7833,57,0.0063,49,1.5818,49,79,2.2433,74,0.0073,4.12,1188.331731,589.3931625,22932,5809,17123,7,11,2,2,1,0,2,0,2274,4
heater,One who or that which heats.,0,0,0,0,1,0,0,0,0,2,2,2,2,0,5380658,139,2.725490196,127,3.3306,108,0.012,127,4.0997,126,114,3.2371,103,0.0102,4.8,1149.415584,767.5936711,9209,11401,-2192,6,8,2,2,1,0,2,0,2274,10
helper,One who or that which helps aids assists or relieves.,0,0,0,0,1,0,0,0,0,2,2,2,2,0,3350286,102,2,159,4.1697,148,0.0165,57,1.84,56,48,1.363,45,0.0045,3.39,1078.694915,892.8019724,3341,4861,-1520,6,8,2,2,1,0,2,0,2274,10
hooker,One who or that which hooks.,0,0,0,0,1,0,0,0,0,5,3,3,0,0,1768891,596,11.68627451,72,1.8882,68,0.0076,278,8.9741,228,75,2.1297,69,0.0068,4.5,1073.907692,656.0141484,10317,2686,7631,6,7,2,2,1,0,2,0,2274,10
hopper,One who or that which hops.,0,0,0,0,1,0,0,0,0,5,3,5,2,0,2367920,302,5.921568627,94,2.4651,79,0.0088,76,2.4533,69,91,2.584,84,0.0083,3.78,1273.510309,751.9845953,22461,16403,6058,6,7,2,2,1,0,2,0,2274,8
informant,One who or that which informs animates or vivifies.,0,0,0,0,0,0,0,0,1,2,2,2,2,0,807179,213,4.176470588,39,1.0228,38,0.0042,5,0.1614,5,280,7.9509,259,0.0256,3.27,1279.866359,834.8589954,18163,6114,12049,9,12,3,2,1,0,3,0,464,10
insulator,One who or that which insulates.,0,0,0,0,1,0,0,0,0,1,1,1,1,1,602268,2,0.039215686,2,0.0524,2,0.0002,2,0.0646,2,3,0.0852,3,0.0003,3.93,1252.119617,819.0083591,22634,8722,13912,9,15,4,3,2,0,5,0,1226,6
castaway,One who or that which is cast away or shipwrecked.,0,0,0,0,1,0,0,0,0,2,2,2,1,0,272848,23,0.450980392,15,0.3934,15,0.0017,5,0.1614,5,14,0.3975,14,0.0014,3.48,1268.321782,763.3939278,22513,8513,14000,8,14,3,2,0,0,0,0,0,36
changeling,One who or that which is left or taken in the place of another as a child exchanged by fairies.,0,0,0,0,1,0,0,0,0,2,1,2,1,0,158134,11,0.215686275,24,0.6294,22,0.0024,3,0.0968,3,2,0.0568,2,0.0002,2.5,1471.426667,1012.640215,38092,28059,10033,10,16,2,2,1,0,4,0,16,17
stationary,One who or that which is stationary as a planet when apparently it has neither progressive nor retrograde motion.,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4477672,49,0.960784314,108,2.8323,102,0.0113,41,1.3235,40,76,2.1581,75,0.0074,3.95,1133.740586,610.7003691,4802,10564,-5762,10,14,4,3,2,0,6,0,1955,15
chosen,One who or that which is the object of choice or special favor.,0,0,0,0,1,0,0,0,0,4,2,2,2,0,21345654,751,14.7254902,2170,56.9079,2051,0.2281,404,13.0414,402,1172,33.28,1155,0.1143,2.33,1013.007874,677.7122583,7086,3156,3930,6,12,2,2,1,0,2,0,204,2
joiner,One who or that which joins.,0,0,0,0,1,0,0,0,0,2,0,2,0,0,1090665,15,0.294117647,8,0.2098,8,0.0009,5,0.1614,5,8,0.2272,8,0.0008,2.92,1374.469565,913.9084674,17158,24175,-7017,6,11,2,2,1,0,2,0,2274,15
jumper,One who or that which jumps.,0,0,0,0,1,0,0,0,0,7,3,8,4,0,4746695,117,2.294117647,149,3.9075,130,0.0145,113,3.6477,111,387,10.9892,367,0.0363,4.03,1025.090535,515.0700667,3239,1946,1293,6,10,2,2,1,0,2,0,2274,7
keeper,One who or that which keeps; one who or that which holds or has possession of anything.,0,0,0,0,1,0,0,0,0,2,1,2,2,0,3877357,207,4.058823529,263,6.8971,246,0.0274,216,6.9726,213,170,4.8273,169,0.0167,3,1012.658635,584.8992675,2767,4100,-1333,6,8,2,2,1,0,2,0,2274,20
